Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Policy-network loss	Alpha loss	Alpha
16000	-0.3175526676385981	60.0	0.026322543587677338	0.0	3.271479845046997	0.041604206	-4.2208195	-1.0075673	[0.74066365]
17000	-0.3657361151723146	60.0	0.06851935594898362	0.0	5.402594089508057	0.020287585	-6.134495	-2.016649	[0.54865813]
18000	-0.37493192888520577	60.0	0.11436642833892036	0.0	6.511087894439697	0.018453902	-7.1657624	-3.045193	[0.40649316]
19000	-0.3314143867052918	60.0	0.05060590873597835	0.0	6.639438152313232	0.014928236	-7.041629	-4.064572	[0.3011305]
20000	-0.2893941481744383	60.0	0.09899862799403107	0.0	6.3693084716796875	0.017139265	-6.7853756	-5.098412	[0.22305906]
21000	-0.32302918540701164	60.0	0.03639543965138652	0.0	5.548654079437256	0.026179539	-5.5520225	-6.1123786	[0.16525023]
22000	-0.29824311275389603	60.0	0.05628968947473357	0.0	4.5915093421936035	0.01367435	-5.0244436	-7.0567894	[0.12242219]
23000	-0.3637388577320517	60.0	0.08327333247210353	0.0	3.4860382080078125	0.030480001	-4.276631	-8.13032	[0.09069115]
24000	-0.3769413548987818	60.0	0.09235446213947819	0.0	2.193071126937866	0.30548006	-2.278192	-9.153873	[0.06718908]
25000	-0.3569393215036035	60.0	0.05512514245808016	0.0	0.9129700660705566	0.008746089	-0.7487898	-10.067535	[0.04977499]
26000	-0.25494348419297586	60.0	0.047575040802188356	0.0	-0.46152806282043457	0.0106257	0.39383593	-11.01321	[0.03687507]
27000	-0.319120506678752	60.0	0.08004745393560414	0.0	-1.8272396326065063	0.015042038	1.2483221	-12.028789	[0.02731948]
28000	-0.3690946045385415	60.0	0.1338060687199414	0.0	-3.05979061126709	0.015489301	4.024994	-12.988787	[0.020239]
29000	-0.3605173035829827	60.0	0.0672022301652728	0.0	-4.3580241203308105	0.022235755	4.5623965	-14.032973	[0.01499343]
30000	-0.30544556940029327	60.0	0.06395303120215516	0.0	-5.675757884979248	0.045768518	6.465698	-15.05414	[0.01110767]
31000	-0.3109007061373258	60.0	0.07787512699515212	0.0	-7.009712219238281	0.00915131	7.5330744	-16.14159	[0.00822903]
32000	-0.3142003936905569	60.0	0.06335103212249124	0.0	-8.373275756835938	0.010988632	9.59671	-17.251081	[0.00609692]
33000	-0.3029362042348185	60.0	0.1309674555841748	0.0	-9.456277847290039	0.020285822	11.356905	-18.351254	[0.00451793]
34000	-0.35857293279952296	60.0	0.0893986916435798	0.0	-10.715065956115723	0.019301675	12.366055	-18.543343	[0.00334968]
35000	-0.2640309616435694	60.0	0.02855302148422615	0.0	-11.888935089111328	0.020048436	12.178658	-19.703161	[0.00249878]
36000	-0.3729110059778863	60.0	0.042997241398516024	0.0	-12.95520305633545	0.05747162	13.406722	-20.438705	[0.00185376]
37000	-0.3275699740680956	60.0	0.07288891675579925	0.0	-14.04364013671875	0.031721465	15.307066	-21.79116	[0.00137014]
38000	-0.3434056970588609	60.0	0.06443595296760017	0.0	-15.028613090515137	0.11231546	16.20205	-23.254246	[0.00101225]
39000	-0.299947390981458	60.0	0.07493566407320937	0.0	-16.033788681030273	0.03873081	18.546074	-23.202826	[0.00075018]
40000	-0.39652999036293146	60.0	0.07465219104649869	0.0	-16.965299606323242	0.018937923	17.955341	-24.799768	[0.00055551]
41000	-0.30150136660322835	60.0	0.10612029027204106	0.0	-17.985414505004883	0.06624201	20.393507	-24.833178	[0.00041227]
42000	-0.2766019307943856	60.0	0.0910856824510139	0.0	-18.81268882751465	0.047024973	18.239372	-24.00876	[0.0003104]
43000	-0.3259316863845265	60.0	0.13003864138694862	0.0	-19.43210220336914	0.08254458	20.29068	-22.892208	[0.00023411]
44000	-0.3934315095514162	60.0	0.11464827123714362	0.0	-20.408340454101562	0.016250342	21.271095	-28.651392	[0.00017135]
45000	-0.26851185132528826	60.0	0.052493555631316066	0.0	-21.074392318725586	0.028258283	21.899693	-29.957386	[0.00012534]
46000	-0.27707707970665013	60.0	0.0640607552282966	0.0	-21.71957015991211	0.03595028	22.540428	-31.161621	[9.2321745e-05]
47000	-0.3959706036431629	60.0	0.07495800607237978	0.0	-22.573087692260742	0.05676582	23.386213	-31.881714	[6.842566e-05]
48000	-0.27448812394093675	60.0	0.023950972432489462	0.0	-23.17190170288086	0.042094648	25.236168	-24.714628	[5.1966163e-05]
49000	-0.3397455314193523	60.0	0.030078460549500058	0.0	-23.662397384643555	0.032646105	25.461119	-20.98856	[4.0072595e-05]
50000	-0.3061575545776257	60.0	0.10771183955719389	0.0	-24.25238800048828	0.053312995	27.144783	-29.235722	[3.0332876e-05]
51000	-0.2788847628442225	60.0	0.04434728316512679	0.0	-24.74869728088379	0.1006784	25.139412	-25.779068	[2.2475431e-05]
52000	-0.31604928705488755	60.0	0.03953601214141673	0.0	-25.294889450073242	0.043694958	26.033863	-25.762054	[1.6610762e-05]
53000	-0.336982066335678	60.0	0.0613216536586477	0.0	-25.7078800201416	0.035786297	26.640762	-29.5692	[1.251846e-05]
54000	-0.30454382414520687	60.0	0.07033898909662509	0.0	-26.1988582611084	0.038963486	28.787731	-32.7875	[9.153601e-06]
55000	-0.302587341692712	60.0	0.1137304002342822	0.0	-26.5894775390625	0.02581856	26.108715	-11.718216	[7.2375456e-06]
56000	-0.3039077769197916	60.0	0.07210927439411087	0.0	-27.081974029541016	0.17967358	28.023418	-7.1493893	[5.9539257e-06]
57000	-0.31602860253906784	60.0	0.10734929823264057	0.0	-27.69000816345215	0.0647071	27.459135	-24.473701	[4.4874487e-06]
58000	-0.22941090362347283	60.0	0.02607152071004141	0.0	-28.02707290649414	0.08799116	27.093441	-28.986511	[3.0955205e-06]
59000	-0.33950565028802304	60.0	0.10609477969453555	0.0	-28.396451950073242	0.033061992	31.590801	-42.32895	[2.1458716e-06]
60000	-0.31908032234866873	60.0	0.10089835492869706	0.0	-28.67404556274414	0.028377084	28.728449	-42.25708	[1.5454261e-06]
